año;título;descripción;localización;fecha inicio;fecha fin;duracion;tipo ayuda;vía canalización;odm;meta odm;tipo beneficiarios;numero beneficiarios;mujeres beneficiadas;resultado;región;área;renta;tema;importe comprometido;importe abonado;tipo organismo;organismo;agencia;número intervención;código interno
2007;CAMPAÑA DE PREVENCIÓN Y ASISTENCIA A ENFERMOS DE DIABETES;ASISTENCIA SATISFACTORIA A LOS ENFERMOS DE DIABETES Y CON INGRESOS INSUFICIENTES. SENSIBILIZACIÓN DE PROMOTORES DE ACCIÓN PREVENTIVA SOBRE LA DIABETES. LAS DONACIONES A NIÑOS Y ADULTOS. EVITANDO DESDE LA PÉRDIDA DE VISIÓN, DAÑOS EN RIÑONES, CORAZÓN, ETC;SANTA CRUZ DE LA SIERRA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ASISTENCIA SATISFACTORIA A LOS ENFERMOS DE DIABETES Y CON INGRESOS INSUFICIENTES;BOLIVIA;AMESUR;PRMB;12220;249.115;249.115;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02900;Sin datos ese año
2007;CAMPAÑA DE PREVENCIÓN Y ASISTENCIA DE LA HIDROCEFALIA;PROVISIÓN E IMPLANTACIÓN DE 130 VÁLVULAS PARA LUCHAR CONTRA LA HIDROCEFALIA DE PACIENTES CON SERIAS DIFICULTADES ECONÓMICAS. CAMPAÑA DE SENSIBILIZACIÓN SOBRE LA ENFERMEDAD POR TODO EL PAÍS CON CONFERENCIAS INFORMATIVAS SOBRE LA HIDROCEFALIA, CON LO CUAL S;SANTO DOMINGO;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;CHARLAS Y CONFERENCIAS INFORMATIVAS. ASISTENTES A TELLERES Y CHARLAS TIENEN MAYOR ACCESO A MEDIOS DE INFORMACIÓN SOBRE SALUD. LOS ASISTENTES A LAS CAMPAÑAS DE PREVENCIÓN Y SALUD SON ORIENTADOS Y PREVENIDOS EN MATERIA DE SALUD;DOMINICANA, REP.;AMECEN;PRMB;12220;299.984;299.984;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02901;Sin datos ese año
2007;ATENCIÓN DE LA HIDROCEFALIA, CAPACITACIÓN, ASISTENCIA Y PROMOCIÓN DE PRÁCTICAS PREVENTIVAS;SE IMPLANTARÁN 106 VÁLVULAS EN TOTAL, MEDICAMENTOS Y MATERIALES MÉDICOS SUMINISTRADOS A LOS PACIENTES, DURANTE LOS DOS AÑOS QUE DURA EL PROYECTO. BRINDAR ASISTENCIA EDUCATIVA MEDIANTE EL JUEGO A LOS NIÑOS Y ADOLESCENTES CON HIDROCEFALIA, CON TEMPORAL O LA;LIMA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;106 VÁLVULAS HIDROCEFÁLICAS DE ALTA, MEDIA Y BAJA PRESIÓN, Nº DE MEDICAMENTOS Y MATERIALES MÉDICOS Y Nº DE ANÁLISIS MÉDICOS RESPECTIVOS PARA BENEFICIAR A 96 NIÑOS Y ADOLESCENTES CON HIDROCEFALIA;PERÚ;AMESUR;PRMB;12220;151.171;151.171;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02902;Sin datos ese año
2007;ATENCIÓN INTEGRAL DE SALUD PARA FAMILIAS DE LAS ZONAS POBRES DE HUANCAVELICA;SE PRESTARÁ ATENCIÓN INTEGRAL EN EL ÁREA DE SALUD A LAS FAMILIAS POBRES DE 8 COMUNIDADES MARGINALES DE LOS DISTRITOS DE HUANCAVELICA Y ASECENSIÓN: SANTA BÁRBARA, QUICHCAHUAYCCO, CCLIQUI, CHINCHO, 13 DE ABRIL DE CCOLLPAYACU, QUINTA BOLIVIANA, CASTILLA PUQU;HUANCAVELICA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;CENTRO MÉDICO DIOCESANO CON CAPACIDAD DE ATENCIÓN ESPECIALIZADA CON CALIDAD Y CALIDEZ DIRIGIDA A LA POBLACIÓN MÁS POBRE Y EXCLUIDA;PERÚ;AMESUR;PRMB;12230;134.186;134.186;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02928;Sin datos ese año
2007;MEJORA DE LA CALIDAD DE LOS SERVICIOS DE ATENCIÓN PREVENTIVA, PRIMARIA, DE URGENCIAS Y DE CUIDADOS INTENSIVOS DE LA SANIDAD PÚBLICA PARA LOS 757.000 HABITANTES DE LA PROVINCIA DE TAZA (FASE II);EL PROYECTO PRETENDE MEJORAR LAS CONDICIONES DE SALUD DE LOS 757.000 HABITANTES DE LA PROVINCIA DE TAZA, OPTIMIZANDO LA CALIDAD DE LA ASISTENCIA SANITARIA HOSPITALARIA DE URGENCIAS. SE INSTALARÁN EQUIPOS MÉDICOS QUE PERMITAN RENOVAR Y EQUIPAR EL DEPARTAME;TAZA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;AL 10º MES, 27.375 PERSONAS SERÁN POTENCIALES USUARIOS DE LA UNIDAD DE URGENICAS DEL HOSPITAL IBN BAJA, EN TAZA, COMPLETAMENTE EQUIPADO, Y CON PERSONAL ESPECIALIZADO, CON UNA CAPACIDAD DE 10 CAMAS;MARRUECOS;AFRNOR;PRMB;12230;300.000;300.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02941;Sin datos ese año
2007;MEJORA DE LA CALIDAD DE LOS SERVICIOS DE ATENCIÓN PREVENTIVA, PRIMARIA, DE URGENCIAS Y DE CUIDADOS INTENSIVOS DE LA SANIDAD PÚBLICA PARA LOS 757.000 HABITANTES DE LA PROVINCIA DE TAZA (FASE I);EL PROYECTO PRETENDE MEJORAR LAS CONDICIONES DE SALUD DE LOS 757.000 HABITANTES DE LA PROVINCIA DE TAZA, FACILITANDO SU ACCESO A LA ATENCIÓN PREVENTIVA, PRIMARIA SEMI ESPECIALIZADA Y DE EMERGENCIA, OPTIMIZANDO LA CALIDAD DE LA ASISTENCIA SANITARIA. PARA E;TAZA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;AL 10º MES, DE EJECUCIÓN, 43.478 PERSONAS REPARTIDAS EN DOS COMUNAS, DISPONDRÁN DE 2 AMBULANCIAS DE SOPORTE VITAL BÁSICO DESTINADAS AL TRANSPORTE Y EVACUACIÓN DE ENFERMOS;MARRUECOS;AFRNOR;PRMB;12230;299.032;299.032;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02942;Sin datos ese año
2007;MEJORA DE LA SALUD BÁSICA DE LOS ALUMNOS DE LAS ESCUELAS DE LOS MUNICIPIOS DE MONT-NGAFULA Y SELEMBAO, KINSHASA;LAS PRESTACIONES QUE EL PROYECTO OFRECERÁ SON LAS SIGUIENTES: REVISIÓN MÉDICA DE 20000 ALUMNOS POR UN EQUIPO MÉDICO ITINERANTE POR DOS MÉDICOS Y 4 ENFERMERAS. FORMACIÓN/INFORMACIÓN A LOS ALUMNOS MEDIANTE LA ENTREGA DEL MATERIAL DIDÁCTICO CONSISTENTE EN FO;KINSHASA - MONT-NGAFULA Y SELEMBAO;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;PERSONAL DOCENTE 100 PROFESORES AL AÑO DE PRIMARIA Y SECUNDARIA DE MONT-NGAFULA Y SELEMBAO FORMADOS EN PREVENCIÓN DE LOS PRINCIPALES PROBLEMAS SANITARIOS QUE ABATEN A LA POBLACIÓN ESCOLAR;CONGO, REP. DEM.;AFRSUB;PRB;12220;264.109;264.109;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02948;Sin datos ese año
2007;MEJORA DEL ACCESO A MEDICAMENTOS ESENCIALES DE LAS POBLACIONES DE ESCASOS RECURSOS DE 7 DEPARTAMENTOS DE NICARAGUA, A TRAVÉS DEL FORALECIMIENTO DE LAS CAPACIDADES INSTALADAS DE LA RED COMUNITARIA DE ABASTECIMIENTOS DE MEDICAMENTOS ESENCIALES;CONTRIBUIR A LA MEJORA DE LAS CONDICIONES DE SALUD EN CUANTO A COBERTURA Y CALIDAD DE LA ATENCIÓN PRIMARIA EN NICARAGUA, QUE SUPONGAN MEJORAS EN LA SITUACIÓN SOCIOSANITARIA DE LA POBLACIÓN BENEFICIARIA;MUNICIPIOS DE WASPAN, ROSITA, SAHSA Y REGIÓN AUTÓNOMA DEL ATLÁNTICO NORTE, REGIÓN AUTÓNOMA DEL ATLÁNTICO SUR, MANAGUA, CARAZO, PSOLTEGA, BOACO Y MATAGALPA - PRINZAPOLKA (RAAN). MUNICIPIOS DE LAGUNA DE PERLAS, DESEMBOCADURA DE RÍO GRANDE Y BLUEFIELDS (RAAS;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;FORTALECIDO EL SISTEMA DE ABASATECIMIENTO Y REGULACIÓN, Y LA CALIDAD DE LA GESTIÓN DE LA RED COMUNITARIA DE ABASTECIMIIENTO DE MEDICAMENTOS ESENCIALES;NICARAGUA;AMECEN;PRB;12230;85.000;85.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02971;Sin datos ese año
2007;FORTALECIMIENTO DE LA RED DE SERVICIOS DE ATENCIÓN PRIMARIA DE SALUD Y DE LA PARTICIPACIÓN CIUDADANA EN SEIS CANTONES DE LAS PROVINCIAS DE PICHINCHA Y ESMERALDAS;FORTALECER LAS REDES LOCALES DE ATENCIÓN PRIMARIA DE SALUD, IMPLEMENTANDO UN MODELO INTEGRAL DE ATENCIÓN Y GESTIÓN QUE INCORPORE LA PREVENCIÓN , PROMOCIÓN DE LA SALUD Y LA PARTICIPACIÓN CIUDADANA;ESMERALDAS Y PICHINCHA - QUITO, LOS BANCOS, PEDRO VICENTE MALDONADO, PUERTO QUITO, SANTO DOMINGO, QUININDE;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;PERSONAL SANITARIO DE INSTITUCIONES PÚB, ASOC. PERTENECIENTES A LA CAV Y POBLAC. RURAL, URBANOMARGIN;Sin datos ese año;Sin datos ese año;REHABILITADO Y EQUIPADO LAS 19 UNIDADES OPERATIVAS DE LAS ÁREAS Nº 11, 18 Y 23 DEL MSP Y EL HOSPITAL DE LA CORPORACIÓN DE SALUD PADRE DAMIÁN PARA LAS VISITAS DOMICILIARIAS Y COMUNITARIAS;ECUADOR;AMESUR;PRMB;12230;300.000;300.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02983;Sin datos ese año
2007;REHABILITACIÓN Y EQUIPAMIENTO DE INFRAESTRUCTURAS SANITARIAS PÚBLICAS EN EL NORTE DE MARRUECOS;MEJORA DE LA ACCESIBILIDAD A LOS SERVICIOS PÚBLICOS DE SALUD MATERNAL E INFANTIL MEDIANTE LA RECONSTRUCCIÓN, ACONDICIONAMIENTO Y EQUIPAMIENTO DE INFRAESTRUCTURAS SANITARIAS DE LAS DELEGACIONES DE SALUD MARROQUÍES PARTICIPANTES EN LAS ACCIONES PREVISTAS EN;TÁNGER-TETUÁN, TAZA-ALHUCEMAS-TAOUNATE Y PROVINCIA DE NADOR - TÁNGER, LARACHE, TETUÁN, CHEFCHAOUEN, TAZA, ALHUCEMAS, TAOUNATE Y NADOR;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;POBLACIÓN GENERAL;Sin datos ese año;Sin datos ese año;RECONSTRUIDO/REHABILITADO Y PUESTO EN FUNCIONAMIENTO UN MÍNIMO DE 2 CENTROS SANITARIOS EN LAS ZONAS DE ACTUACIÓN DEL PROYECTO ANTES DE LA FECHA DE FINALIZACIÓN DE LAS ACTIVIDADES DEL MISMO;MARRUECOS;AFRNOR;PRMB;12230;300.000;300.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02984;Sin datos ese año
2007;MATERNIDAD SIN RIESGO EN EL DISTRITO SANITARIO SE SEGUENEGÁ. 2ª FASE;REDUCIR LA MORBILIDAD Y LA MORTALIDAD MATERNAS EN EL DISTRITO SANITARIO DE SEGUENEGÁ MEDIANTE LA MEJORA DE LA PREVENCIÓN Y LA DETECCIÓN DE RIESGOS MATERNOS;YATENGA - OUAHIGOUYÁ;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;PESONAL SANITARIO DEL DISTRITO SANITARIO DE SALUD , MEJERES ENTRE 16 A 45 AÑOS;Sin datos ese año;Sin datos ese año;CONTRUIDOS 7 PERFORACIONES DE 7 POZOS EN 7 CSPS PARA OBTENER AGUA POTABLE - REHABILITADO 2 MATERNIDADES ACTUALMENTE EN USO EN EL DISTRITO SANITARIO - DOTADO EL DISTRITO DE MATERIAL MÉDICO QUIRÚRGICO PARA EL CENTRO DE REFERENCIA (CMA DE  SÉGUÉNÉGA);BURKINA FASO;AFRSUB;PMA;12220;300.000;300.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02989;Sin datos ese año
2007;SALUD COMUNITARIA EN BENEFICIO DE MUJERES, NIÑOS, JÓVENES Y OTROS GRUPOS VULNERABLES DE LA WILAYA DE CONSTANTINE: FOMENTO DE HÁBITOS Y PRÁCTICAS;MEJORA DE LAS CONDICIONES DE SALUD DE LA POBLACIÓN MÁS VULNERABLE DE LA WILAYA DE CONSTANTINE;CONSTANTINE;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;COLECTIVO MUJERES;Sin datos ese año;Sin datos ese año;MEJORADOS LOS RRHH Y MATERIALES DEL CENTRO DE SALUD -;ARGELIA;AFRNOR;PRMB;12281;131.771;131.771;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02991;Sin datos ese año
2007;MEJORA DEL ACCESO A LOS SERVICIOS BÁSICOS DE SALUD MEDIANTE EL FORTALECIMIENTO DEL SISTEMA PÚBLICO DE ATENCIÓN PRIMARIA EN LA MICRORED DE KITENI DEL DISTRITO DE ECHARATE;MEJORA DE LA SITUACIÓN SOCIO-SANITARIA DE LAS POBLACIONES DEL DISTRITO DE ECHARATE DE LA PROVINCIA LA CONVENCIÓN, DEPARTAMENTO DE CUSCO;CUSCO, LA CONVENCIÓN - ECHARATE;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;COLECTIVO;Sin datos ese año;Sin datos ese año;MEJORADA LA CALIDAD DE LA ATENCIÓN DE LOS SERVICIOS DE SALUD, ESPECIALMENTE LOS DIRIGIDOS A LA SSR, SALUD INFANTIL Y METAXÉNICAS EN LA MICRO RED DE KITENI DEL DISTRITO DE ECHARATE;PERÚ;AMESUR;PRMB;12230;132.179;132.179;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02994;Sin datos ese año
2007;FORTALECIMIENTO DEL SISTEMA PÚBLICO DE SALUD EN CACUACO, ANGOLA;MEJORAR LA SALUD DE LA POBLACIÓN PRIORIZANDO EL ACCESO, LA INFORMACIÓN Y LA CALIDAD DE LOS SERVICIOS DE SALUD PÚBLICA PARA LAS PERSONAS MÁS DESFAVORECIDAS DEL DISTRITO DE CACUACO ANGOLA;LUANDA - CACUACO;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;COLECTIVO;Sin datos ese año;Sin datos ese año;MEJORADO EL ACCESO A LOS SERVICIOS DE SALUD A TRAVÉS DE LA MEJORA DE LAS ESTRUCTURAS Y  EQUIPAMIENTOS ASEGURANDO LA GESTIÓN Y EL BUEN FUNCIONAMIENTO DE LOS MISMOS;ANGOLA;AFRSUB;PMA;12230;269.044;269.044;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02995;Sin datos ese año
2007;PROGRAMA DE RECONSTRUCCIÓN TRAS EL PASO DE LOS HURACANES BETA Y GAMMA EN HONDURAS;LABORES DE RECONSTRUCCION DE VIAS DE COMUNICACIÓN Y CAMINOS RURALES EFECTADOS POR EL PASO DE LOS HURACANES BETA Y GAMMA;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;Rehabilitados 8 caminos rurales en 8 comunidades de la región norte de Honduras damnificadas por los Huracanes Beta y Gamma ocurridos durante el año 2005.;HONDURAS;AMECEN;PRMB;12230;2.000.000;1.000.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-03045;Sin datos ese año
2007;SUMAC MIKHUY (LA BUENA COMIDA). RECONOCIMIENTO Y PRESENCIA DE LOS COMEDORES POPULARES PARA EL DESARROLLO. 2ª FASE;EL PROYECTO  (EN SU 2ª FASE ) SE PROPONE DESARROLLAR LA CAPACITACIÓN Y EL EMPODERAMIENTO DE LAS ORGANIZACIONES DE COMEDORES DE LA REGIÓN AREQUIPA COMO UNIDADES PRODUCTIVAS Y ASOCIACIONES CAPACES DE DE INTERVENIR  EN LOS ESPACIOS CREADOS POR EL PROCESO DE ;REGIÓN AREQUIPA - PROVINCIAS DE CAYMOLLA, AREQUIPA, LA UNIÓN, CATILLA, CAMANÁ, CARAVELÍ...;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;COMEDEROS POPULARES;Sin datos ese año;Sin datos ese año;LAS ORGANIZACIONES DE COMEDORES Y SUS ORGANOS DE CENTRALIZACIÓN FUNCIONAN DE ACUERDO A NORMAS LEGALES VIGENTES, CUENTAN CON RECONOCIMIENTO MUNICIPAL Y PARTICIPAN EN LA COGESTIÓN DEL PROGRAMA DE COMPLEMENTACIÓN ALIMENTARIA Y DE LUCHA CONTRA LA POBREZA;PERÚ;AMESUR;PRMB;12240;164.932;164.932;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02986;Sin datos ese año
2007;PROMOVER LA PREVENCIÓN DEL VIH/SIDA EN 31 ZONAS DE INTERVENCIÓN DE 23 MUNICIPIOS DE NICARAGUA DESDE UN ENFOQUE DE GÉNERO, GENERACIONAL Y DE DERECHOS HUMANOS;EL PROYECTO APUNTA A ABORDAR EL PROBLEMA DE LA VIOLENCIA Y SU RELACIÓN CON EL INCREMENTO DE LA PREVALENCIA DEL VIH/SIDA EN NICARAGUA. SE PROPONE INTERVENIR CON FUNCIONARIOS DE ALCALDÍAS, TRABAJADORES DE LA SALUD, EDUCADORES, POLICÍAS, MILITARES, ALCALDES,;NICARAGUA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;GRUPOS BENEFICIARIOS CAPACITADOS Y SENSIBILIZADOS ANTE LA PROBLEMÁTICA DE VIH-SIDA Y LA VIOLENCIA DE GÉNERO;NICARAGUA;AMECEN;PRB;13040;299.280;299.280;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02939;Sin datos ese año
2007;PROMOCIÓN Y APOYO DE RESPUESTAS EFICACES DE LAS ONGD/OBC AL VIH/SIDA Y LAS ETS, FASE II;EL PROYECTO SURGE COMO CONTINUACIÓN DEL PROYECTO APROBADO EN CONVOCATORIA 2006 POR LA AACI Y QUE SE INTEGRA DENTRO DE UNA ESTRATEGIA DE TRABAJO A MEDIO Y LARGO PLAZO CONJUNTA HASTA EL 2008. SE PRETENDE APOYAR EL TRABAJO QUE ES ESTÁ REALIZANDO DESDE EL JOV;REGIÓN NORTE Y REGIÓN ORIENTAL - REGIÓN NORTE Y REGIÓN ORIENTAL;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ONGS/OBCS FORTALECIDAS Y CAPACITADAS PARA PARTICIPAR PLENAMENTE Y EFICAMENTE EN LA RESPUESTA NACIONAL AL VIH/SIDA Y ETS EN MARRUECOS;MARRUECOS;AFRNOR;PRMB;13040;294.221;294.221;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02951;Sin datos ese año
2007;APOYO A LA GESTIÓN ECONÓMICA-PRODUCTIVA, ORGANIZATIVA Y EMPRESARIAL DE LOS GRUPOS DE CAMPESINOS, JÓVENES Y MUJERES, ORGANIZADOS DE LOS MUNICIPIOS DE LICOMA Y CAJUATA;AUMENTAR LA CALIDAD DE LA RESPUESTA Y LA COBERTURA DE LOS SERVICIOS DE PREVENCIÓN DE VIH/SIDA E ITS PARA LOS GRUPOS DE MAYOR VULNERABILIDAD EN MARRUECOS;LA PAZ - MUNICIPIOS DE LICOMA Y CAJUATA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;SE HA ESTABLECIDO UN SISTEMA LOCAL DE ASISTENCIA TÉCNICA EN PRODUCCIÓN AGROPUECUARIA, SU TRANSFORMACIÓN Y MERCADEO;BOLIVIA;AMESUR;PRMB;13040;276.304;276.304;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02952;Sin datos ese año
2007;PROGRAMA INTEGRAL DE PREVENCIÓN Y REDUCCIÓN DE LA VIOLENCIA JUVENIL DEL MUNICIPIO DE APOPA.;PROGRAMA INTEGRAL DE PREVENCIÓN Y REDUCCIÓN DE LA VIOLENCIA JUVENIL DEL MUNICIPIO DE APOPA.;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;CONSOLIDADAS 6 ESCUELAS DE FORMACIÓN DEPORTIVA, 6 CENTROS LOCALS DE APRENDIZAJE TECNOLÓGICO Y 6 CENTROS CULTURALES QUE ELEVAN LA COMPETITIVIDAD DEPORTIVA Y AMPLÍAN LOS CONOCIMIENTOS TÉCNICOS Y HUMANOS;EL SALVADOR;AMECEN;PRMB;16010;275.000;275.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02847;Sin datos ese año
2007;APOYO AL PLAN NACIONAL DE ACCESIBILIDAD UNIVERSAL DE PANAMÁ.;APOYO AL PLAN NACIONAL DE ACCESIBILIDAD UNIVERSAL DE PANAMÁ.;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;DESARROLLO Y PUESTA EN MARCHA DE UN PROGRAMA DE FORMACIÓN DE EMPLEADOS/AS PÚBLICOS Y SENSIBILIZACIÓN CIUDADANA SOBRE ACCESIBILIDAD UNIVERSAL Y DESEÑO PARA TODOS/AS;PANAMÁ;AMECEN;PRMA;16010;300.000;300.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02852;Sin datos ese año
2007;REHABILITACIÓN DEL ASILO DE SAN FELIPE EN TEGUCIGALPA.;EL PROGRESIVO DETERIORO DEL ASILO SAN FELIPE Y LA FALTA DE MANTENIMIENTO DE LOS ÚLTIMOS AÑOS HACE NECESARIA LA EJECUCIÓN DE UNA SEGUNDA FASE DE INTERVENCIÓN ORIENTADA FUNDAMENTALMENTE A LA REPARACIÓN DE PAREDES, LOSAS Y PISOS FRENTE A LA APARICIÓN DE LA H;ND;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;HABILITADAS PARA SU USO EL 100% DE LAS INFRAESTRUCTURAS FÍSICAS DEL ASILO DE SAN FELIPE A TRAVÉS DE LA REHABILITACIÓN DE LAS INSTALACIONES DEL MISMO COMPLEMENTARIAS A LAS ABORDADAS EN LA FASE ANTERIOR FINANCIADA POR LA JUNTA DE ANDALUCÍA;HONDURAS;AMECEN;PRMB;16010;45.000;45.000;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02892;Sin datos ese año
2007;CONSTRUCCIÓN DE UN CENTRO PARA LA INFANCIA Y LA JUVENTUD, EN EL CAMPO DE REFUGIADOS DE TULKAREM, PARA IMPULSAR EL DESARROLLO INTEGRAL DE 400 JÓVENES;SE PRETENDE CONSTRUIR UN CENTRO PARA CAPACITAR A LA INFANCIA Y LA JUVENTUD DEL CAMPO DE REFUGIADOS DE TULKAREM, PARA IMPULSAR SU DESARROLLO INTEGRAL. UN COMITÉ PEDAGÓGICO FORMADOS POR 9 DOCENTES TRABAJARÁN LAS SIGUIENTES ÁREAS: EDUCACIÓN INFANTIL, CULTURA;CISJORDANIA, TULKAREM;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;ESTRUCTURADO UN ESPACIO DESTINADO A LA REALIZACIÓN DE ACTIVIDADES EDUCATIVAS, CULTURALES, DEPORTIVAS Y FORMATIVAS DE LA JUVENTUD Y LA INFANCIA DEL CAMPO DE REFUGIADOS DE TULKAREM;PALESTINOS, TERRITORIOS;OMEDIO;PRMB;16010;156.630;156.630;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02910;Sin datos ese año
2007;INCORPORACIÓN DE LOS ADOLESCENTES INTERNOS EN LAS CÁRCELES DE COCHABAMBA A LOS PROGRAMAS DE REINSERCIÓN SOCIAL DE AYNI RUWAY;EL PROYECTO PROPONE AMPLIAR LA COBERTURA INSTITUCIONAL ACTUALMENTE DIRIGIDA A LA POBLACIÓN ADULTA HACIA LA ATENCIÓN DE MENORES INFRACTORES DE LAS CÁRCELES DE COCHABAMBA, BRINDÁNDOSE LA POSIBILIDAD DE ACCEDER LIBREMENTE A LAS ACTIVIDADES EDUCATIVAS, LABORA;COCHABAMBA;39.083;Sin datos ese año;1;;Bilateral;Sin datos ese año;Sin datos ese año;ND;Sin datos ese año;Sin datos ese año;LOS ADOLESCENTES Y JÓVENES INFRACTORES PRIVADOS DE LIBERTAD EN LOS PENALES DE COCHABAMBA SE BENEFICIAN DE PROGRAMAS EDUCATIVOS, SE CAPACITAN EN TALLERES PRODUCTIVOS, SE FORMAN LÍDERES Y PARTICIPAN EN GRUPOS ORGANIZADOS;BOLIVIA;AMESUR;PRMB;16010;299.941;299.941;Comunidades Autónomas;CCAA AND - Andalucía;CCAA AND AACI - Andalucía - Agencia Andaluza de Cooperación Internacional;07-BBB-02925;Sin datos ese año
